id,date,text,permalink,brand
922579315987947520,2017-10-23 23:43,jio phone explosion  whatsapp group calls  xiaomi redmi note 5  http  bitly2yeanhr  tech  ai  iot  blockchain  gadgets  news  app,https://twitter.com/nairobihubx/status/922579315987947520,Xiaomi
922547591509958656,2017-10-23 21:37,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  ndtv https  googlfbrts1nj  tech  india,https://twitter.com/mediat_tech/status/922547591509958656,Xiaomi
922546597346635777,2017-10-23 21:33,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily https  technicalstudioinjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …pictwittercomwmjj0jhopi,https://twitter.com/imtechstudio/status/922546597346635777,Xiaomi
922545884621082624,2017-10-23 21:30,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily http  wefixitservicescomjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily …,https://twitter.com/wefixitservices/status/922545884621082624,Xiaomi
922537113601449984,2017-10-23 20:56, flipkart  xiaomi  xiaomiindia nomatter warrenty wont repair replace phone returned phone  plz help 44,https://twitter.com/punit_32/status/922537113601449984,Xiaomi
922536522108125184,2017-10-23 20:53, flipkart  xiaomi  xiaomiindia authorised service centre 17th oct 2017  took phone later said phone 24,https://twitter.com/punit_32/status/922536522108125184,Xiaomi
922535871315709952,2017-10-23 20:51, xiaomi  xiaomiindia  flipkart phone purchased 6 may 2017 one year warranty  fon got burst gave authorised14 pictwittercomxpavmgqlkb,https://twitter.com/punit_32/status/922535871315709952,Xiaomi
922529138803707904,2017-10-23 20:24,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  ndtv https  googlfbisvb48  tech  india,https://twitter.com/mediat_tech/status/922529138803707904,Xiaomi
922527934610538497,2017-10-23 20:19,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily http  wwwnewseleveninjiophoneexplosionwhatsappgroupcallsxiaomiredminote5andmoreyour360daily2 …,https://twitter.com/newseleven_in/status/922527934610538497,Xiaomi
922524072021434368,2017-10-23 20:04,jio phone explosion  whatsapp group calls  xiaomi redmi note 5   360 daily  ndtv https  googl3ikkr5 pictwittercomrenriwbdd2,https://twitter.com/all4xiaomi/status/922524072021434368,Xiaomi
