username;date;text;hashtags;id;permalink,,,,,,,,,,,,
";2017-12-26 10:22;""OMG ang ganda nung huli! *looks at my huawei phone and cries*"";;""945585651310772224"";https://twitter.com/vtmoooo/status/945585651310772224",,,,,,,,,,,,
";2017-12-26 09:40;""I had iPhone but now I got Huawei p10 plus and it's unbelievable... It's a super phone"";;""945575108336406528"";https://twitter.com/EgyExoBtsSvt/status/945575108336406528",,,,,,,,,,,,
";2017-12-26 08:58;""هل تريدون ربح هاتف هواوي ميت 10وجالاكسي س8! يمكنكم الآن مع هذه المطاعم وفووديت. تابعونا على انستاجرام لمعرفة المزيد Foodate is giving away Huawei Mate 10 and Galaxy S8 phones. Follow us on Instagram to know how to win! pic.twitter.com/l0asDXGI5O"";;""945564569891729408"";https://twitter.com/foodate_uae/status/945564569891729408",,,,,,,,,,,,
";2017-12-26 08:58;""هل تريدون ربح هاتف هواوي ميت 10وجالاكسي س8! يمكنكم الآن مع هذه المطاعم وفووديت. تابعونا على انستاجرام لمعرفة المزيد Foodate is giving away Huawei Mate 10 and Galaxy S8 phones. Follow us on Instagram to know how to win! pic.twitter.com/fOgDontMPw"";;""945564425746112513"";https://twitter.com/foodate_uae/status/945564425746112513",,,,,,,,,,,,
";2017-12-26 08:53;""هل تريدون ربح هاتف هواوي ميت 10وجالاكسي س8! يمكنكم الآن مع هذه المطاعم وفووديت. تابعونا على انستاجرام لمعرفة المزيد Foodate is giving away Huawei Mate 10 and Galaxy S8 phones. Follow us on Instagram to know how to win! pic.twitter.com/PB7Hw8TH69"";;""945563193757327360"";https://twitter.com/foodate_uae/status/945563193757327360",,,,,,,,,,,,
";2017-12-26 08:53;""هل تريدون ربح هاتف هواوي ميت 10وجالاكسي س8! يمكنكم الآن مع هذه المطاعم وفووديت. تابعونا على انستاجرام لمعرفة المزيد Foodate is giving away Huawei Mate 10 and Galaxy S8 phones. Follow us on Instagram to know how to win! pic.twitter.com/dwFmjBGZMt"";;""945563077730324480"";https://twitter.com/foodate_uae/status/945563077730324480",,,,,,,,,,,,
";2017-12-26 08:30;""Huawei Mate 9 with Amazon Alexa and Leica Dual Camera - 64GB Unlocked Phone http://aega.erdemoon.info/US/categories/twt/?item=132446646640 �?;;""945557393685000192"";https://twitter.com/Health44Care/status/945557393685000192",,,,,,,,,,,,
";2017-12-26 08:15;""Well", I think it's a huge waste to pay 1.3k off contract for a phone w no headphone jack, fat ugly bezels, and a screen w many reported quality issues. If renewing a plan maaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaybe," but if off contract get a OnePlus or Huawei instead"";;""945553728748240896"";https://twitter.com/formerforceuser/status/945553728748240896",,,,,,,,
";2017-12-26 07:49;""Mpow Cell Phone Holder for Car", Windshield Long Arm Car Phone Mount with One Button Design and Anti-skid Base Car Holder for iPhone X/8/7/7P/6s/6P/5S, Galaxy S5/S6/S7/S8, Google, LG," Huawei and More https://global.feedlinks.net/shop/cell-phones-and-accessories/mpow-cell-phone-holder-for-car-windshield-long-arm-car-phone-mount-with-one-button-design-and-anti-skid-base-car-holder-for-iphone-x-8-7-7p-6s-6p-5s-galaxy-s5-s6-s7-s8-google-lg-huawei-and-more/ …pic.twitter.com/gdXgwQEfv6"";;""945547117975629824"";https://twitter.com/FeedlinksNet/status/945547117975629824",,,,,,,
";2017-12-26 07:49;""Mpow Car Phone Mount",CD Slot Car Phone Holder Universal Car Cradle Mount with Three-Side Grips and One-Touch Design for iPhone X/8/8Plus/7/7Plus/6s/6P/5S, Galaxy S5/S6/S7/S8, Google, LG," Huawei etc https://global.feedlinks.net/shop/cell-phones-and-accessories/mpow-car-phone-mountcd-slot-car-phone-holder-universal-car-cradle-mount-with-three-side-grips-and-one-touch-design-for-iphone-x-8-8plus-7-7plus-6s-6p-5s-galaxy-s5-s6-s7-s8-google-lg-huawei-etc/ …pic.twitter.com/KZi2fHitnS"";;""945547006931451904"";https://twitter.com/FeedlinksNet/status/945547006931451904",,,,,,,
";2017-12-26 07:48;""Mpow Car Phone Mount",Washable Strong Sticky Gel Pad with One-Touch Design Dashboard Car Phone Holder for iPhone 8/8Plus/7/7Plus/6s/6Plus/5S, Galaxy S5/S6/S7/S8, Google Nexus, LG," Huawei and More https://global.feedlinks.net/shop/cell-phones-and-accessories/mpow-car-phone-mountwashable-strong-sticky-gel-pad-with-one-touch-design-dashboard-car-phone-holder-for-iphone-8-8plus-7-7plus-6s-6plus-5s-galaxy-s5-s6-s7-s8-google-nexus-lg-huawei-and-more/ …pic.twitter.com/8lep8MSUNd"";;""945546839893225472"";https://twitter.com/FeedlinksNet/status/945546839893225472",,,,,,,
";2017-12-26 06:57;""Wait wait. Huawei phones and Azur Lane are actually good things. The Chinese might be able to pull this off."";;""945533904294879232"";https://twitter.com/st1cky_k3ys/status/945533904294879232",,,,,,,,,,,,
";2017-12-26 06:39;""Hello @ Huawei I am from India and I seen mate10 mobiles from videos of @ UnboxTherapy and I really liked the mobile overall and I love to buy this phone.as m looking to buy phone from last 4 months ..so curious to know if there is india launch of this mobile ?? Please reply thks."";;""945529529597964290"";https://twitter.com/sukhi87/status/945529529597964290",,,,,,,,,,,,
";2017-12-26 05:50;""Nexus 6 and 5 were very great phones. But Nexus 6P was great with features etc but longevity sucks big time. All buyers from its initial release will tell you that many have their phones thrown away cause the phone wouldn't boot any more! @ Huawei"";;""945517109454422017"";https://twitter.com/duttadebasish84/status/945517109454422017",,,,,,,,,,,,
";2017-12-26 05:47;""I think it's a massive issue with @ Huawei phones. My Nexus 6P (and too many others also) boot looped in about a year n half. Even Huawei support cannot fix"," only fix apparently is motherboard replacement! Very frustrating! Will stay away from Huawei for ever!"";;""945516324599382016"";https://twitter.com/duttadebasish84/status/945516324599382016",,,,,,,,,,,
";2017-12-26 03:18;""And sir"," can you teach me how to root my Huawei p10android phone?"";;""945478951325052928"";https://twitter.com/tomas_welson/status/945478951325052928",,,,,,,,,,,
";2017-12-26 03:15;""My mom deserves a random act of kindness because she is the most thoughtful"," selfless person in the world. I love her so much and she does countless things for me and other people. She could use a new phone! Hehehe (she doesn’t when Twitter) luv u mom # WithRogers"";#;""945478051223220224"";https://twitter.com/flickergirl_/status/945478051223220224",,,,,,,,,,,
";2017-12-26 02:51;""Yeah but it was time to get a new phone anyway since the screen wont work sometimes and the battery dies really fast so the lagging is a whole phone thing I got a huawei yixing may have influenced my decision"";;""945472210205945856"";https://twitter.com/arohajongin/status/945472210205945856",,,,,,,,,,,,
";2017-12-26 01:40;""Wall Charger", Kakaly 5-Pack Universal Home Travel USB 1 Amp Wall Charger AC Power Charging Adapter Plug for iPhone 7/6/6S Plus,4, 5S Samsung Galaxy, HTC, LG, Huawei, Google Nexus," and Android Phones http://www.amazon.com/dp/B01M7P31FQ/?tag=gorilla02-20 �?# Kakalypic.twitter.com/8HIsnDBaZH"";#;""945454245066678273"";https://twitter.com/pieceofshirt/status/945454245066678273",,,,
";2017-12-26 01:32;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips - The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the am... http://ow.ly/DQfu50fTRbi"";;""945452257444843520"";https://twitter.com/rboese/status/945452257444843520",,,,,,,,,
";2017-12-26 01:23;""CVE-2017-15316 The GPU driver of Mate 9 Huawei smart phones with software before MHA-AL00B 8.0.0.334(C00) and Mate 9 Pro Huawei smart phones with software before LON-AL00B 8.0.0.334(C00) has a memory double free vu... http://vulmon.com/vulnerabilitydetails?qid=CVE-2017-15316 �?;;""945449947268296704"";https://twitter.com/VulmonFeeds/status/945449947268296704",,,,,,,,,,,,
";2017-12-26 01:09;""@ ayycerni i got a huawei Y5 2017 and a red dragon headset and mouse and keyboard the phone was the best though"";;""945446481066110979"";https://twitter.com/0fd9a72495e1451/status/945446481066110979",,,,,,,,,,,,
";2017-12-26 00:54;""no! my phone is a Huawei and it came out well ;;;"";;""945442725704454149"";https://twitter.com/petitjonghyun90/status/945442725704454149",,,,,,,,,,,,
";2017-12-26 00:19;""Huawei P11"," Nokia 9 and Surface Phone"";;""945433781527248901"";https://twitter.com/tavo89arg/status/945433781527248901",,,,,,,,,,,
";2017-12-25 22:15;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips - The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the am... http://ow.ly/4yup50fTJAO"";;""945402678200487936"";https://twitter.com/ZyiteGadgets/status/945402678200487936",,,,,,,,,
";2017-12-25 21:57;""Recently lost my phone"," I fn't know whats worse... the realization of losing it or knowing I can never get it and the feeling of having it back.... RIP to my Huawei P8 lite pic.twitter.com/DL25pimlTg"";;""945398084279955458"";https://twitter.com/michelleklaas1/status/945398084279955458",,,,,,,,,,,
";2017-12-25 21:45;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips - The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the am... http://ow.ly/fvTF50fTIDE"";;""945395126217728000"";https://twitter.com/ebstt/status/945395126217728000",,,,,,,,,
";2017-12-25 21:45;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips - The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the am... http://ow.ly/YBPc50fTIMF"";;""945395116423905280"";https://twitter.com/cahyasri/status/945395116423905280",,,,,,,,,
";2017-12-25 21:45;""# Tech # News Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips - The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you max... http://ow.ly/RBKD50fTIE1"";# #;""945395084584996864"";https://twitter.com/MarketingGurus2/status/945395084584996864",,,,,,,,,
";2017-12-25 21:42;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips: The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the amount�?pic.twitter.com/KVq1ZPloCS"";;""945394307321729025"";https://twitter.com/GameAppDesignz/status/945394307321729025",,,,,,,,,
";2017-12-25 21:37;""Make your Huawei Mate 10 Pro’s battery last up to a week with our amazing tips: The Huawei Mate 10 Pro is a brilliant phone you'll want to use all the time", and although the 4,000mAh battery is large," our tips and tricks will help you maximize the amount�?http://dlvr.it/Q7ZM6k pic.twitter.com/ZRbOMkrmfA"";;""945393000468770817"";https://twitter.com/abinmbr/status/945393000468770817",,,,,,,,,
";2017-12-25 20:53;""And what are you doing by ""understanding"" anxiety? Did you start an update program for this support ? I guess NO! Your support is pathetic ! Never will buy a @ HuaweiMobile @ HuaweiIndia phone"";;""945382112957313024"";https://twitter.com/k25_utsav/status/945382112957313024",,,,,,,,,,,,
";2017-12-25 20:28;""Smart phone of the year would definitely be the one plus 5T but I personally like Huawei's devices. They have been doing an excellent job and it's a real value for money."";;""945375652370202624"";https://twitter.com/shashanksurya93/status/945375652370202624",,,,,,,,,,,,
";2017-12-25 17:20;""@ Huawei wtf is ur problem... I almost got kidnapped and it ass locked me out of my only out... my phone. I’m sueing ur ass wtf"";;""945328461714882560"";https://twitter.com/TrpnOnSunshine/status/945328461714882560",,,,,,,,,,,,
";2017-12-25 17:04;""# Huawei is the phone brand of the near # future - # Apple and # samsunggalaxys8 will go the way of the dodo. Overall goes to show # China 's presence and ingenuity. https://www.google.hr/amp/s/www.forbes.com/sites/bensin/2017/12/11/my-favorite-smartphones-of-2017-ranked/amp/ �?;# # # # #;""945324365071159296"";https://twitter.com/Paligorius/status/945324365071159296",,,,,,,,,,,,
";2017-12-25 16:10;""@ HuaweiMobile How do I repair my phone screen? I tired the contacts a rep gave me and none of them could do it. It would be a get Christmas if I could figure out how to fix my phone"";;""945310847135506432"";https://twitter.com/richard_d_sim/status/945310847135506432",,,,,,,,,,,,
";2017-12-25 16:05;""@ Garmin any news on getting the Vivoactive to pair with Huawei phones yet or should I just give up and sell my watch to someone who can use it?"";;""945309463694708737"";https://twitter.com/EldenRay/status/945309463694708737",,,,,,,,,,,,
";2017-12-25 16:00;""(2 Packs) Phone Mount"," Mpow Air Vent Magnetic Phone Holder Grip Magic Mobile Phone Car Cradle Universal Car Mount for iPhone 7 6 6 Plus 5 Nexus 7 Samsung S7 S6 Note 5 4 Huawei P9 and other Smartphones - £699.00 GBP http://www.last-outpost.co.uk/items/B01K6IE7J0/2-packs-phone-mount-mpow-air-vent-magnetic-phone-holder-grip-magic-mobile-phone-car-cradle-universal-car-mount-for-iphone-7-6-6-plus-5-nexus-7-samsung-s7-s6-note-5-4-huawei-p9-and-other-smartphones?1514214003 �?;;""945308160826462209"";https://twitter.com/LastOutpostUK/status/945308160826462209",,,,,,,,,,,
";2017-12-25 15:18;""Mpow Magnetic Phone Holder for Car", Universal Air Vent Car Phone Mount with Strong Magnet Phone Holder for iPhone X/8/8Plus/7/7Plus/6s/6Plus/5S, Galaxy S5/S6/S7/S8, Google Nexus, LG," Huawei and More - http://Offerseason.com https://offerseason.com/product/mpow-magnetic-phone-holder-for-car-universal-air-vent-car-phone-mount-with-strong-magnet-phone-holder-for-iphone-x-8-8plus-7-7plus-6s-6plus-5s-galaxy-s5-s6-s7-s8-google-nexus-lg-huawei-and-more/ …pic.twitter.com/B5Vuu37gj2"";;""945297587132944384"";https://twitter.com/offerseason/status/945297587132944384",,,,,,,
";2017-12-25 15:08;""#10: Huawei Mate 9 with Amazon Alexa and Leica Dual Camera - 64GB Unlocked Phone - Moonlight Silver (US Warranty) http://dlvr.it/Q7XX5M"";#10;""945295074765684736"";https://twitter.com/cupofcoffeeluwa/status/945295074765684736",,,,,,,,,,,,
";2017-12-25 15:08;""#10: Huawei Mate 9 with Amazon Alexa and Leica Dual Camera - 64GB Unlocked Phone - Moonlight Silver (US Warranty) http://dlvr.it/Q7XX4x"";#10;""945295074635550722"";https://twitter.com/botolnyaplastik/status/945295074635550722",,,,,,,,,,,,
";2017-12-25 15:08;""#10: Huawei Mate 9 with Amazon Alexa and Leica Dual Camera - 64GB Unlocked Phone - Moonlight Silver (US Warranty) http://dlvr.it/Q7XX53"";#10;""945295074354642944"";https://twitter.com/bijisalakpondoh/status/945295074354642944",,,,,,,,,,,,
";2017-12-25 14:43;""The very best of Apple", Samsung, Huawei," and Google! Which phone do you feel won? http://www.gadgetmatch.com/iphone-x-vs-galaxy-note-8-vs-mate-10-pro-vs-pixel-2-camera-shootout/ �?;;""945288770622050306"";https://twitter.com/gadgetmatch/status/945288770622050306",,,,,,,,,
";2017-12-25 14:20;""Time to start writing my review of the Essential PH-1 and the Huawei Mate 10 Pro tomorrow. I've got a few bones to pick with these phones"";;""945283072940896257"";https://twitter.com/kevinevinevins/status/945283072940896257",,,,,,,,,,,,
";2017-12-25 13:19;""The only # Huawei Nova available in our country (2i). Next time I'll get what Yixing's endorsing! Even if I have to buy it from China! This is my first Huawei phone and I'm impressed. pic.twitter.com/mSPXewUkVY"";#;""945267741639847936"";https://twitter.com/everythingZYX/status/945267741639847936",,,,,,,,,,,,
";2017-12-25 11:09;""So"," I received my # fitbitcharge2 and tried to sync it to my phone but with no success only to find out that it's not compatible with my android # HuaweiP10lite shame on both # huawei and # fitbit for this appalling dissatisfaction and disappointed Christmas"";# # # #;""945235110701518848"";https://twitter.com/bazda69/status/945235110701518848",,,,,,,,,,,
";2017-12-25 10:37;""Mpow Phone Holder for Car", Universal Car Windshield/Dashboard Phone Mount Holder for iPhone 8/8Plus/7/7Plus/6s/6Plus/5S, Galaxy S5/S6/S7/S8, Google, LG," Huawei and More - http://Offerseason.com https://offerseason.com/product/mpow-phone-holder-for-car-universal-car-windshield-dashboard-phone-mount-holder-for-iphone-8-8plus-7-7plus-6s-6plus-5s-galaxy-s5-s6-s7-s8-google-lg-huawei-and-more/ …pic.twitter.com/JTwkiwBYBR"";;""945226971805515777"";https://twitter.com/offerseason/status/945226971805515777",,,,,,,
";2017-12-25 08:49;""Mpow Car Phone Mount",Air Vent Phone Holder for Car with Adjustable Car Phone Holder for iPhone 8/8Plus/7/7Plus/6s/6Plus/5S, Galaxy S5/S6/S7/S8, Google Nexus, LG," Huawei and More - http://Offerseason.com https://offerseason.com/product/mpow-car-phone-mountair-vent-phone-holder-for-car-with-adjustable-car-phone-holder-for-iphone-8-8plus-7-7plus-6s-6plus-5s-galaxy-s5-s6-s7-s8-google-nexus-lg-huawei-and-more/ …pic.twitter.com/fqoO479I7K"";;""945199745907220480"";https://twitter.com/offerseason/status/945199745907220480",,,,,,,
";2017-12-25 06:52;""to me it's three phones in the list LG V30", HTC U11+, Huawei mate 10. the U11+ and the mate have that battery life but I'll take LG for the slightly better design and headphone Jack htc for software and battery mate 10 for availability," screen shape and battery (winner)"";;""945170386580275200"";https://twitter.com/7ssony37/status/945170386580275200",,,,,,,,,
";2017-12-25 06:00;""My Dad! In his late 80’s and still out there volunteering a few days a week! (and for many other reasons too). # RandomActsOfKindness "," and he is looking to upgrade from his Flip-phone"";#;""945157279501787137"";https://twitter.com/Rockawaytheday/status/945157279501787137",,,,,,,,,,,
";2017-12-25 05:18;""While MKBHD chooses # Samsung Note 8 as the MVP phone of the year 2017", my bet is on # Huawei Mate 10 Pro," # HTC # U11+ and # Google Pixel 2 XL. # AndroidAuthority gave a more objective answer - based on test results in all aspects.https://youtu.be/kDvK0eJlBPQ"";# # # # # #;""945146717476937728"";https://twitter.com/jolee8/status/945146717476937728",,,,,,,,,,
";2017-12-25 04:22;""My husband @ dpkenny007 as he is on medical leave and doesn't have the phone yet"," and I have mine # WithRogers"";#;""945132499449114625"";https://twitter.com/Valentina_Kenny/status/945132499449114625",,,,,,,,,,,
";2017-12-25 03:44;""Mpow Cell Phone Holder for Car", Windshield Long Arm Car Mount with One Button Design and Anti-skid Base for iPhone 8/7/7P/6s/6P/5S, Galaxy S5/S6/S7/S8, Google, LG," Huawei and More - http://Offerseason.com https://offerseason.com/product/mpow-cell-phone-holder-for-car-windshield-long-arm-car-mount-with-one-button-design-and-anti-skid-base-for-iphone-8-7-7p-6s-6p-5s-galaxy-s5-s6-s7-s8-google-lg-huawei-and-more/ …pic.twitter.com/Vg2SL4KBFT"";;""945123141478748160"";https://twitter.com/offerseason/status/945123141478748160",,,,,,,
";2017-12-25 03:05;""Last Day!!! Merry Christmas Crazy Lucky Draw Come and Bring your favorite Smart phone home!!! Grand Prize IPHONE X -1units Iphone 8 -2units Oppo F5 -2units Oppo A7 -2units Huawei Mate 10 -1units Click here and get a chance to win >>> http://goo.gl/Gp7BhE pic.twitter.com/QnCjIz2JNn"";;""945113232091447298"";https://twitter.com/MQQ88_official/status/945113232091447298",,,,,,,,,,,,
";2017-12-25 01:23;""CVE-2017-15316 The GPU driver of Mate 9 Huawei smart phones with software before MHA-AL00B 8.0.0.334(C00) and Mate 9 Pro Huawei smart phones with software before LON-AL00B 8.0.0.334(C00) has a memory double free vu... http://vulmon.com/vulnerabilitydetails?qid=CVE-2017-15316 �?;;""945087519363911680"";https://twitter.com/VulmonFeeds/status/945087519363911680",,,,,,,,,,,,
";2017-12-25 00:17;""Huawei P10 Plus price in Nigeria - phone specs and features https://goo.gl/fb/oGvqBb"";;""945070882938081285"";https://twitter.com/_joetech17/status/945070882938081285",,,,,,,,,,,,
";2017-12-24 23:46;""How To Install # TWRP 2.8.1.0 Recovery And Install # ClockworkMod (CM) 6.4.0.5 ON # HUAWEI PHONE OR OTHER#repair # repairhttp://www.youtube.com/watch?v=AEsPifkU2zo �?;# # # #repair #;""945063228530454533"";https://twitter.com/Tian_A1/status/945063228530454533",,,,,,,,,,,,
";2017-12-24 23:42;""Need to replace my phone and the # Huawei P10 looks like a good deal. Can't decide between Mystic Silver and Graphite Black. Any thoughts? Ideally I'd get Greenery."";#;""945062100589842433"";https://twitter.com/gulam_h/status/945062100589842433",,,,,,,,,,,,
";2017-12-24 23:11;""I keep seeing adverts for the Huawei Mate 10 Pro.... Never loved a phone so much in my life. So wish I could get one. If anyone's upgrading soon definitely look out for that phone"," such a beauty. Very smart and amazing spec of a phone. pic.twitter.com/Er3lxYSdvU"";;""945054276052750336"";https://twitter.com/RageDarling/status/945054276052750336",,,,,,,,,,,
";2017-12-24 22:52;""Thanks @ HuaweiMobileUK @ HuaweiMobile for keeping my phone over the Xmas period when you said it would take 8-10 days for the repair for my Nexus 6P. It will be 3 weeks tomorrow and now you're saying there is a shortage of spare parts!!!! FOOKING FANTASTIC CHEERS"";;""945049507108188161"";https://twitter.com/chokewho/status/945049507108188161",,,,,,,,,,,,
";2017-12-24 22:05;""My mom deserves a random act of kindness because she's the kindest person ever! (and needs a new phone )"";;""945037851892375552"";https://twitter.com/steph_xoxo10/status/945037851892375552",,,,,,,,,,,,
";2017-12-24 22:00;""Kanan and Ruby also uh Kanan and Saaya? If you can? Wallpapers for phone. I have a huawei p8 lite your last wallpapers were amazing!"";;""945036521131868162"";https://twitter.com/bxanie/status/945036521131868162",,,,,,,,,,,,
";2017-12-24 21:40;""Huawei Mate 9 with Amazon Alexa and Leica Dual Camera �?64GB Unlocked Phone �?Space Gray (US Warranty) https://www.technicsuniverseworld.com/product/huawei-mate-9-with-amazon-alexa-and-leica-dual-camera-64gb-unlocked-phone-space-gray-us-warranty/ �?;;""945031468291588096"";https://twitter.com/fmediabor/status/945031468291588096",,,,,,,,,,,,
";2017-12-24 20:55;""USB C Cable [2M/6.6ft]", Nylon Braided Type C Charge and Data Syn Cable for Samsung Galaxy S8, MacBook Pro, Nintendo Switch, GoPro HERO 5," HUAWEI P9/P10 and More Laptops/ Tablets/ Smart Phones... - # AmazonDeals # XmasDeals # Christmas # Deals # UK # Sales http://tinyurl.com/ycrp3uzk pic.twitter.com/hlIbOnwgTC"";# # # # # #;""945020184036855808"";https://twitter.com/UKBeautyforless/status/945020184036855808",,,,,,,
";2017-12-24 20:55;""USB C Cable [2M/6.6ft]", Nylon Braided Type C Charge and Data Syn Cable for Samsung Galaxy S8, MacBook Pro, Nintendo Switch, GoPro HERO 5," HUAWEI P9/P10 and More Laptops/ Tablets/ Smart Phones... - # AmazonDeals # XmasDeals # Christmas # Deals # UK # Sales http://tinyurl.com/ycrp3uzk pic.twitter.com/LiRrouzQKo"";# # # # # #;""945020176034074624"";https://twitter.com/ukdealsonline/status/945020176034074624",,,,,,,
";2017-12-24 20:49;""I liked a @ YouTube video http://youtu.be/kzotpuSbFnQ?a HONOR 7X UNBOXING AND HANDS-ON!! | ALMOST PERFECT PHONE....BEST UNDER 15K | HUAWEI"";;""945018553056612357"";https://twitter.com/safvanhameed5/status/945018553056612357",,,,,,,,,,,,
";2017-12-24 20:38;""HONOR 7X UNBOXING AND HANDS-ON!! | ALMOST PERFECT PHONE....BEST UNDER 15K | HUAWEI GOT IT RIGHT!!!!: http://youtu.be/kzotpuSbFnQ?a via"";;""945015857142525952"";https://twitter.com/arnav_ramesh/status/945015857142525952",,,,,,,,,,,,
";2017-12-24 19:12;""I'm thinking changing my phone into pixel 2"," but that shit is expensive and not coming to Indonesia. Fiuh.. Guess I'm just an impulsive buyer. There's nothing wrong with my huawei phone anyway."";;""944994276613570560"";https://twitter.com/ivanvanvan/status/944994276613570560",,,,,,,,,,,
";2017-12-24 19:09;""So what was my fave phone of all 2017... Well", I've owned the S8, S8+, iPhone 7 Plus, iPhone X, Pixel 2 and 2 XL, the essential Phone, LG V30 and V30 Plus, G6, OnePlus 5 and 5T, and lastly a Samsung J7.... I had others also from years before like the Huawei Mate 9, the Nexus 6P,";;944993470564962305"";https://twitter.com/ModrnDad/status/944993470564962305"
";2017-12-24 18:23;""I'm gonna fucking straight up say it right now The weakest aspect of Huawei phones has to be their limiting custom UI and launcher and how it tries so hard to be an android equivalent of iOS it's ridiculous as to how bad it fucks power users sometimes"";;""944981920760324096"";https://twitter.com/TheRandomParrot/status/944981920760324096",,,,,,,,,,,,
";2017-12-24 14:56;""Huawei Honor View 10 price in pakistan and full phone specification https://ismasti.com/software/huawei-honor-view-10-price-pakistan-full-phone-specification/ …pic.twitter.com/R7RazcOc4u"";;""944929875848245250"";https://twitter.com/williamjeckson2/status/944929875848245250",,,,,,,,,,,,
";2017-12-24 14:40;""I'm in the running to win a Huawei Mate 10 Pro courtesy of @ GSMArena_com and Huawei https://wn.nr/KrrgqD what u telling ur self this is the phone to have"";;""944925857239453696"";https://twitter.com/juliotender1/status/944925857239453696",,,,,,,,,,,,
";2017-12-24 14:32;""New features coming to your phones and they are going to excite you. # EMUI8 # huawei # AndroidOreo # GoogleOreohttps://fb.me/SfBJ3yn5"";# # # #;""944923841603571713"";https://twitter.com/liveatpcdotcom/status/944923841603571713",,,,,,,,,,,,
";2017-12-24 14:16;""AT&T GoPhone Huawei Ascend XT Android Smartphone Cell Phone. Unlimited Talk", Text," and Data Usage. No Annual Contract. - http://Offerseason.com https://offerseason.com/product/att-gophone-huawei-ascend-xt-android-smartphone-cell-phone-unlimited-talk-text-and-data-usage-no-annual-contract/ …pic.twitter.com/FuNfOVqeD2"";;""944919602726948865"";https://twitter.com/offerseason/status/944919602726948865",,,,,,,,,,
";2017-12-24 13:30;""My bf and I picked up my new phone yesterday. Bought the Huawei mate 10pro mocha brown. So happy with it"";;""944908139924684800"";https://twitter.com/jamiesclaire_/status/944908139924684800",,,,,,,,,,,,
";2017-12-24 13:11;""Open # Huawei Themes Store and download one of our # Christmas # Themes to your phone. Huawei wishes you Merry Christmas and Happy New year! pic.twitter.com/T18CyljVEs"";# # #;""944903310464733187"";https://twitter.com/MeaHuawei/status/944903310464733187",,,,,,,,,,,,
";2017-12-24 13:02;""Galaxy X's RIVAL A foldable phone from Samsung named the Galaxy X will launch in the near future but it's going to be released in limited quantities to test the market. Now"," Huawei is also working on a foldable smartphone and will launch it next year. https://www.youtube.com/watch?v=psiDVwMHW9w �?;;""944901030956949504"";https://twitter.com/Droidsystems1/status/944901030956949504",,,,,,,,,,,
";2017-12-24 12:06;""So here is the updated list of new Flagships and models being showcased at MWC Barcelona 2018 in February. Mobile World Capital Barcelona GSMA The list will keep getting updated every week. 1. Huawei P11 or P20. 2. Nokia 9. 3. Samsung S9. 4. LG G7. 5. Microsoft Surface Phone.�?;;""944887016138960897"";https://twitter.com/Bisinmotion/status/944887016138960897",,,,,,,,,,,,
";2017-12-24 10:47;""Huawei Honor View 10 price in pakistan and full phone specification https://softslite.com/huawei-honor-view-10/ …pic.twitter.com/mpxwJQyNdy"";;""944867152821145600"";https://twitter.com/Siddiqu65272282/status/944867152821145600",,,,,,,,,,,,
";2017-12-24 10:44;""I loved my last phone (Huawei)"," but the camera wasn't the best. I have a new phone since yesterday (Samsung S7) and I am so impressed! The official glass screen protector sucks though."";;""944866450128424960"";https://twitter.com/Dailyprophecy/status/944866450128424960",,,,,,,,,,,
";2017-12-24 10:37;""Huawei Honor 7X price in pakistan and full phone specification https://softslite.com/huawei-honor-7x/ …pic.twitter.com/sndGy8O4R1"";;""944864577174597632"";https://twitter.com/Siddiqu65272282/status/944864577174597632",,,,,,,,,,,,
";2017-12-24 10:20;""Huawei Nova 2S price in pakistan and full phone specification https://softslite.com/huawei-nova-2s/ pic.twitter.com/UmYDatqeHF"";;""944860252859748352"";https://twitter.com/Siddiqu65272282/status/944860252859748352",,,,,,,,,,,,
";2017-12-24 10:17;""Buy From $440 �?Huawei Mate 9 with Amazon Alexa and Leica Dual Camera �?64GB Unlocked Phone�?http://elearningsupporter.com/2017/12/24/buy-from-440-huawei-mate-9-with-amazon-alexa-and-leica-dual-camera-64gb-unlocked-phone-space-gray-us-warranty/ …pic.twitter.com/TEXkapeQiY"";;""944859577593495552"";https://twitter.com/JackyNg23302005/status/944859577593495552",,,,,,,,,,,,
